id,name,normalized_name,gender
2431,Asian Ensign,asian ensign,
2432,Hick,hick,
2433,Russian Ambassador,russian ambassador,
2434,U.S. Ambassador,us ambassador,
2435,Lenin,lenin,
2436,Sonar Operator,sonar operator,
2437,AIRCRAFT CARRIER CAPTAIN,aircraft carrier captain,
2438,Thought Bubble Moe,thought bubble moe,
2439,Thought Bubble Bart,thought bubble bart,
2440,Penguins,penguins,
2441,Admiral #1,admiral 1,
2442,Admiral #3,admiral 3,
2443,Admiral #4,admiral 4,
2444,Janitor,janitor,
2445,Myron,myron,
2446,Agent Miller,agent miller,
2447,Lucius Sweet,lucius sweet,
2448,Mission Impossible Voice,mission impossible voice,
2449,Truman,truman,
2450,British Official,british official,
2451,Spanish Official,spanish official,
2452,French Official,french official,
2453,Customs Official,customs official,
2454,Street Vendor,street vendor,
2455,Castro,castro,
2456,Cuban Officials,cuban officials,
2457,Cuban Undersecretary,cuban undersecretary,
2458,Agency Clerk,agency clerk,
2459,Mojo,mojo,
2460,Cat Lady,cat lady,
2461,Computer Voice,computer voice,
2462,Head Chocobot,head chocobot,
2463,Major Nougat,major nougat,
2464,All Chocobots,all chocobots,
2465,Young Exec,young exec,
2466,Older Exec,older exec,
2467,Female Exec,female exec,
2468,Other Executives,other executives,
2469,Garbage Man #1,garbage man 1,
2470,Garbage Man #2,garbage man 2,
2471,Paul,paul,
2472,Susie,susie,
2473,Bono,bono,
2474,The Edge,the edge,
2475,Adam Clayton,adam clayton,
2476,Security Guys,security guys,
2477,A Few People,a few people,
2478,Giant-nosed Man,giant-nosed man,
2479,Garbage Men,garbage men,
2480,U2,u2,
2481,Oskar,oskar,
2482,Union Leader,union leader,
2483,Second Indian,second indian,
2484,First Indian,first indian,
2485,Commie Nazi,commie nazi,
2486,Other Team,other team,
2487,Muscular Man,muscular man,
2488,Sherpa #1,sherpa 1,
2489,Sherpa #2,sherpa 2,
2490,Sherpas,sherpas,
2491,Geese,geese,
2492,Faucet-head Kid's Mother,faucet-head kids mother,
2493,Soldier,soldier,
2494,Russian Man #1,russian man 1,
2495,Russian Man #2,russian man 2,
2496,HOMER'S VOICE MAIL,homers voice mail,
2497,FISH-HAG,fish-hag,
2498,Telephone Repairman,telephone repairman,
2499,Bridge Operator,bridge operator,
2500,Cow,cow,
2501,Studio Audience,studio audience,
2502,Pirate Captain,pirate captain,
2503,Pirate #1,pirate 1,
2504,Ilsa,ilsa,
2505,Golf Course Crowd,golf course crowd,
2506,Minister,minister,
2507,Stadium Announcer,stadium announcer,
2508,Stadium Crowd,stadium crowd,
2509,Kicker,kicker,
2510,Thug #1,thug 1,
2511,Thug #2,thug 2,
2512,Cardinal Flanders,cardinal flanders,
2513,President Lenny,president lenny,
2514,Heckle,heckle,
2515,Jeckle,jeckle,
2516,Passerby,passerby,
2517,Edison's Ghost,edisons ghost,
2518,Visitor,visitor,
2519,Female Visitor,female visitor,
2520,Eagle,eagle,
2521,Toucan,toucan,
2522,Vulture,vulture,
2523,Birds,birds,
2524,Library Lady Tress,library lady tress,
2525,Birders,birders,
2526,Ed McMahon,ed mcmahon,
2527,Regis Philbin,regis philbin,
2528,KATHIE LEE,kathie lee,
2529,Jerry Springer,jerry springer,
2530,Woman In Audience,woman in audience,
2531,Homie Bear,homie bear,
2532,BART BART,bart bart,
2533,Ranger Ned,ranger ned,
2534,Alec Baldwin,alec baldwin,male
2535,Kim Basinger,kim basinger,female
2536,Alex,alex,female
2537,Gentleman,gentleman,
2538,ALEC/KIM,aleckim,
2539,ALEC/KIM/RON,aleckimron,
2540,STUDIO EXECUTIVE,studio executive,
2541,Seth,seth,
2542,Munchie,munchie,
2543,Middle-aged Grampa,middle-aged grampa,
2544,Young Mona,young mona,
2545,Young Munchie,young munchie,
2546,Young Seth,young seth,
2547,Hippie Girl #1,hippie girl 1,
2548,Hippie Girl #2,hippie girl 2,
2549,Ginsberg,ginsberg,
2550,Jill St. John,jill st john,
2551,Phyllis Diller,phyllis diller,
2552,Sarah Ferguson,sarah ferguson,
2553,Skeleton,skeleton,
2554,Lips,lips,
2555,Range-rover Mom,range-rover mom,
2556,Lobster Clerk,lobster clerk,
2557,Documentary Narrator,documentary narrator,
2558,Taskmaster,taskmaster,
2559,Mr. Toad,mr toad,
2560,President Of Harvard,president of harvard,
2561,'Comptroller Atkins',comptroller atkins,
2562,REAL COMPT. ATKINS,real compt atkins,
2563,Robot Cowboy #1,robot cowboy 1,
2564,Robot Cowboy #2,robot cowboy 2,
2565,Robot Cowboy #3,robot cowboy 3,
2566,Curly,curly,
2567,Old Curly,old curly,
2568,3-Year-Old Homer,3-year-old homer,
2569,Admitting Nurse,admitting nurse,
2570,Taffy Shop Clerk,taffy shop clerk,
2571,Sad-looking Frenchman,sad-looking frenchman,
2572,Man In Dinner Jacket,man in dinner jacket,
2573,British Raj Man,british raj man,
2574,Woman In Wedding Dress,woman in wedding dress,
2575,Caribbean Outcast,caribbean outcast,
2576,Son,son,
2577,Young Woman,young woman,
2578,Hideous Alien #1,hideous alien 1,
2579,Hideous Alien #2,hideous alien 2,
2580,C-3PO,c-3po,
2581,Chewbacca,chewbacca,
2582,Neil Armstrong,neil armstrong,
2583,Dr. Smith,dr smith,
2584,Nerdy Young Woman,nerdy young woman,
2585,Crowd Of Nerds,crowd of nerds,
2586,Ernie,ernie,
2587,Big Tom,big tom,
2588,Leavelle,leavelle,
2589,Gangsters/molls,gangstersmolls,
2590,Theater Owner,theater owner,
2591,Demolition Foreman,demolition foreman,
2592,Don Rickles,don rickles,
2593,Car Wash Employee,car wash employee,
2594,Babe,babe,
2595,Samoan Attorney,samoan attorney,
2596,Hunter S. Thompson,hunter s thompson,
2597,Joan Rivers,joan rivers,
2598,LANCE,lance,
2599,Pit Boss,pit boss,
2600,WAITRESS #1,waitress 1,
2601,Ginger,ginger,
2602,Tiger,tiger,
2603,Graeme Edge,graeme edge,
2604,Justin Hayward,justin hayward,
2605,John Lodge,john lodge,
2606,Ray Thomas,ray thomas,
2607,VULTURES,vultures,
2608,Cyndi Lauper,cyndi lauper,
2609,Dennis Conroy,dennis conroy,
2610,WHINY TWENTYSOMETHING GUY,whiny twentysomething guy,
2611,SASSY TWENTYSOMETHING GAL,sassy twentysomething gal,
2612,Wacky Friend,wacky friend,
2613,Deep-voiced Announcer,deep-voiced announcer,
2614,Higher Nasal Announcer,higher nasal announcer,
2615,Craggy Farmer,craggy farmer,
2616,Creepy English Boy #2,creepy english boy 2,
2617,Creepy English Girl #1,creepy english girl 1,
2618,Constable,constable,
2619,Creepy English Girl #2,creepy english girl 2,
2620,Townsfolk,townsfolk,
2621,Pyro,pyro,
2622,Adults,adults,
2623,Postmaster Bill,postmaster bill,
2624,Man In Military Uniform,man in military uniform,
2625,Government Official,government official,
2626,Mailman #1,mailman 1,
2627,Mailman #2,mailman 2,
2628,Mailman #3,mailman 3,
2629,Guys,guys,
2630,Rudy,rudy,
2631,Rosey Grier,rosey grier,
2632,Old Player,old player,
2633,Little Guy,little guy,
2634,Troy Aikman,troy aikman,
2635,Dan Marino,dan marino,
2636,Man Next To Dan,man next to dan,
2637,Mrs. Muntz,mrs muntz,female
2638,Mark Hamill,mark hamill,male
2639,Ron Howard,ron howard,male
2640,Male Voice,male voice,
2641,Vincent Price,vincent price,
2642,Ticket Scalper,ticket scalper,
2643,Pat Summerall,pat summerall,
2644,John Madden,john madden,
2645,Dolly Parton,dolly parton,
2646,Rupert Murdoch,rupert murdoch,
2647,Enchanted Policemen,enchanted policemen,
2648,Football Players,football players,
2649,Reporter #4,reporter 4,
2650,Linemen,linemen,
2651,JODY PRICE,jody price,
2652,Archie Bunker,archie bunker,
2653,Bad Flanders,bad flanders,
2654,Lieutenant,lieutenant,
2655,Commander,commander,
2656,Bank Robber #1,bank robber 1,
2657,Bank Robber #2,bank robber 2,
2658,POLICECOP #2,policecop 2,
2659,POLICECOP #1,policecop 1,
2660,Banker,banker,
2661,DETECTIVE HOMER SIMPSON,detective homer simpson,
2662,2nd Producer,2nd producer,
2663,3rd Producer,3rd producer,
2664,4th Producer,4th producer,
2665,5th Producer,5th producer,
2666,TRENT,trent,
2667,Valet,valet,
2668,Guest #1,guest 1,
2669,'Ed Begley,Jr.',
2670,Lorne Michaels,lorne michaels,
2671,Guest #2,guest 2,
2672,Bald Eagle,bald eagle,
2673,Police Car,police car,
2674,MACAW,macaw,
2675,Crewman,crewman,
2676,Elton John,elton john,
2677,Female S.U.V. Voice,female suv voice,
2678,Sergeant Crew,sergeant crew,
2679,Astronaut In Space Suit,astronaut in space suit,
2680,Curtis E. Bear,curtis e bear,
2681,Lemur,lemur,
2682,Australian Gamekeeper,australian gamekeeper,
2683,Workmen,workmen,
2684,Omnitouch Rep,omnitouch rep,
2685,Security Guard #2,security guard 2,
2686,New Age Clerk,new age clerk,
2687,Deep Male Voice,deep male voice,
2688,Repo Man #1,repo man 1,
2689,Repo Man #2,repo man 2,
2690,RED,red,
2691,Cow #1,cow 1,
2692,Red's Friend #1,reds friend 1,
2693,Red's Friend #2,reds friend 2,
2694,ABBA,abba,
2695,Missionary #1,missionary 1,
2696,Missionary #2,missionary 2,
2697,Old Lady,old lady,
2698,Tourist #1,tourist 1,
2699,Trucker #3,trucker 3,
2700,Various Truckers,various truckers,
2701,Trucker #5,trucker 5,
2702,Trucker #4,trucker 4,
2703,Navitron Auto-drive,navitron auto-drive,
2704,Truckers,truckers,
2705,Señor Ding-Dong,señor ding-dong,
2706,Gopher,gopher,
2707,Unicorn,unicorn,
2708,Slavedriver Willie,slavedriver willie,
2709,Pharaoh Skinner,pharaoh skinner,
2710,BURNING BUSH,burning bush,
2711,Moses/milhouse,mosesmilhouse,
2712,LISA & MOSES/MILHOUSE,lisa mosesmilhouse,
2713,Egyptians,egyptians,
2714,Methuselah Grampa,methuselah grampa,
2715,Goliath/nelson,goliathnelson,
2716,Sheep,sheep,
2717,Teen,teen,
2718,Tv Handyman,tv handyman,
2719,HANDYMAN,handyman,
2720,Astrid Weller,astrid weller,
2721,Jasper Johns,jasper johns,
2722,Human Proportions Guy,human proportions guy,
2723,Cubist Musician,cubist musician,
2724,Andy Warhol,andy warhol,
2725,Burn Victims,burn victims,
2726,French Representative,french representative,
2727,Ioc Chairman,ioc chairman,
2728,Russian Representative,russian representative,
2729,Latin Representative,latin representative,
2730,OTHER REPRESENTATIVES,other representatives,
2731,JAPANESE REPRESENTATIVE,japanese representative,
2732,Olympic Representatives,olympic representatives,
2733,Swiss Representative,swiss representative,
2734,Seniors,seniors,
2735,Sweet Elderly Lady,sweet elderly lady,
2736,Scarlett,scarlett,
2737,Rhett,rhett,
2738,Other Seniors,other seniors,
2739,Native-american Man,native-american man,
2740,Jack LaLanne,jack lalanne,
2741,Male Host,male host,
2742,Appraiser,appraiser,
2743,SATAN,satan,
2744,Everyone In Store,everyone in store,
2745,Kevin Costner,kevin costner,
2746,PEOPLE,people,
2747,Arthur Fortune,arthur fortune,
2748,Conga Line,conga line,
2749,PEDESTRIANS,pedestrians,
2750,Crickets,crickets,
2751,Jerry Rude,jerry rude,
2752,Local,local,
2753,3rd Local,3rd local,
2754,Loch Ness Monster,loch ness monster,
2755,Commercial Anncr,commercial anncr,
2756,Pudding Representative,pudding representative,
2757,Horse,horse,
2758,MENSANS,mensans,
2759,HAWKING,hawking,
2760,Computer Voice 2,computer voice 2,
2761,GARABEDIAN,garabedian,
2762,Mr. Pennybags,mr pennybags,
2763,Japanese Stewardess,japanese stewardess,
2764,Jim Belushi,jim belushi,
2765,Toilet,toilet,
2766,TV CHARACTER,tv character,
2767,Woody Allen,woody allen,
2768,Sumo,sumo,
2769,Magic Fish,magic fish,
2770,Cartoon Squid,cartoon squid,
2771,Japanese Father,japanese father,
2772,Gameshow Host,gameshow host,
2773,Canadian Man,canadian man,
2774,CANADIAN WOMAN,canadian woman,
2775,Somber Announcer,somber announcer,
2776,Salesperson,salesperson,
2777,Electric Car Computer,electric car computer,
2778,WILLIAM/ROBYN,williamrobyn,
2779,Mel Gibson,mel gibson,
2780,WILLIAM,william,
2781,ROBYN,robyn,
2782,MR.SMITH/MEL,mrsmithmel,
2783,John Travolta,john travolta,
2784,MAN ON RIGHT,man on right,
2785,MAN ON LEFT,man on left,
2786,Bus Tour Guide,bus tour guide,
2787,Anne,anne,
2788,MR. SMITH/MEL,mr smithmel,
2789,Senators,senators,
2790,Senator Payne,senator payne,
2791,Senate Leader,senate leader,
2792,DISTINGUISHED-LOOKING MAN,distinguished-looking man,
2793,Tram Guide,tram guide,
2794,Irene Ryan,irene ryan,
2795,Batman,batman,
2796,Robin,robin,
2797,EDWARD/WILLIAM/ROBYN,edwardwilliamrobyn,
2798,Hosey the Bear,hosey the bear,
2799,Researcher #1,researcher 1,
2800,Researcher #2,researcher 2,
2801,Video Game,video game,
2802,Staffer,staffer,
2803,Electronic Organizer,electronic organizer,
2804,Navajo Boy,navajo boy,
2805,Dancer,dancer,
2806,SOLIDIER #1,solidier 1,
2807,Sir Widebottom,sir widebottom,
2808,SCHOOLKIDS,schoolkids,
2809,Satellite,satellite,
2810,Mark McGwire,mark mcgwire,
2811,Homer Effigy,homer effigy,
2812,Newspaper Worker #1,newspaper worker 1,
2813,Newspaper Worker #2,newspaper worker 2,
2814,SHREWISH WOMAN,shrewish woman,
2815,Mimi,mimi,
2816,German Man,german man,
2817,German Woman,german woman,
2818,Farm Critic,farm critic,
2819,Tv Critic,tv critic,
2820,Theater Critic,theater critic,
2821,Herald,herald,
2822,Salvatore,salvatore,
2823,DINNER THEATRE OWNER,dinner theatre owner,
2824,Deli Owner,deli owner,
2825,French Chef,french chef,
2826,Dinner Theater Owner,dinner theater owner,
2827,RESTAURANT OWNERS,restaurant owners,
2828,CREEPY VOICE,creepy voice,
2829,Lucy Lawless,lucy lawless,
2830,Dick Clark,dick clark,
2831,Band Member #1,band member 1,
2832,Band Member #2,band member 2,
2833,Band Member #3,band member 3,
2834,Rick James,rick james,
2835,WAFFLE IRON,waffle iron,
2836,Tom Arnold,tom arnold,
2837,Pauly Shore,pauly shore,
2838,Rosie O'Donnell,rosie odonnell,
2839,Terrible Celebrities,terrible celebrities,
2840,ROSIE O'DONNEL,rosie odonnel,
2841,GERMAN SOLDIER,german soldier,
2842,G.I.,gi,
2843,Dead German Soldier,dead german soldier,
2844,Musketeer,musketeer,
2845,Man In The Iron Mask,man in the iron mask,
2846,Zorro,zorro,
2847,Princess,princess,
2848,Troll,troll,
2849,Scarlet Pimpernel,scarlet pimpernel,
2850,King Arthur,king arthur,
2851,Rap Singer,rap singer,
2852,B-52'S,b-52s,
2853,HOMERA,homera,
2854,COLONEL'S WIFE,colonels wife,
2855,Farmer #2,farmer 2,
2856,Storekeeper,storekeeper,
2857,Elephant,elephant,
2858,Sandy,sandy,
2859,J.P.,jp,
2860,Laramie Employees,laramie employees,
2861,New Yorker,new yorker,
2862,Burns Ball,burns ball,
2863,PENN,penn,
2864,Smiley the Elf,smiley the elf,
2865,Happy The Elf,happy the elf,
2866,Giggly The Elf,giggly the elf,
2867,Pat O'Brien,pat obrien,
2868,Nancy O'Dell,nancy odell,
2869,Man In Line,man in line,
2870,Boy In Car,boy in car,
2871,Girl In Car,girl in car,
2872,Homer Monster,homer monster,
2873,Allen,allen,
2874,Shelbyville Father,shelbyville father,
2875,SHELBYVILLE FATHER AND MOTHER,shelbyville father and mother,
2876,Forklift Driver,forklift driver,
2877,OCTUPLETS,octuplets,
2878,Businessman,businessman,
2879,ZOO OWNER,zoo owner,
2880,Butch Patrick,butch patrick,
2881,Anoop,anoop,
2882,Poonam,poonam,
2883,Flamboyant Theater-type,flamboyant theater-type,
2884,Christopher,christopher,
2885,Koala,koala,
2886,Mother Gorilla,mother gorilla,
2887,Man With No Face,man with no face,
2888,Fast-talking Announcer,fast-talking announcer,
2889,Jay North,jay north,
2890,Johnny Bobby,johnny bobby,
2891,NRBQ,nrbq,
2892,Fretful Mother,fretful mother,
2893,Grim Father,grim father,
2894,Cop,cop,
2895,Rebel,rebel,
2896,Ramrod,ramrod,
2897,Bikers,bikers,
2898,BURLY BARTENDER,burly bartender,
2899,NURSING STUDENTS,nursing students,
2900,Plaintiff,plaintiff,
2901,Defendant,defendant,
2902,LINDSEY,lindsey,
2903,Dixie Chicks,dixie chicks,
2904,Funzo,funzo,
2905,Gary Coleman,gary coleman,
2906,Goodwill Driver,goodwill driver,
2907,Chair Lift Operator,chair lift operator,
2908,Ski Instructor,ski instructor,
2909,DEER,deer,
2910,Lodge Employee #1,lodge employee 1,
2911,Lodge Employee #2,lodge employee 2,
2912,Mr. Sakamoto,mr sakamoto,
2913,Ricky,ricky,
2914,Lucy,lucy,
2915,Fred,fred,
2916,John Wayne,john wayne,
2917,RASPY VOICE,raspy voice,
2918,Left Snake,left snake,
2919,Right Snake,right snake,
2920,Both Snakes,both snakes,
2921,Virtual Doctor,virtual doctor,
2922,Lubchenko,lubchenko,
2923,Men's Singing Group,mens singing group,
2924,Frat Boy #1,frat boy 1,
2925,Frat Boy #2,frat boy 2,
2926,Bart's Congregation,barts congregation,
2927,Float Singers,float singers,
2928,FAN,fan,
2929,Britney Spears,britney spears,
2930,SEAT FILLER,seat filler,
2931,Chapman,chapman,
2932,Coast Guard Guy,coast guard guy,
2933,Party Guests,party guests,
2934,Asian Pirate,asian pirate,
2935,CLOSING,closing,
2936,Rat-pack Kid,rat-pack kid,
2937,SALESGUY,salesguy,
2938,Randy Bachman,randy bachman,
2939,Fred Turner,fred turner,
2940,State Comptroller Atkins,state comptroller atkins,
2941,Giant Pearl,giant pearl,
2942,Dream Homer,dream homer,
2943,Jockey #1,jockey 1,
2944,Jockey #2,jockey 2,
2945,Mrs. Vanderbilt,mrs vanderbilt,
2946,Mr. Vanderbilt,mr vanderbilt,
2947,Jockeys,jockeys,
2948,Tree Jockey,tree jockey,
2949,Toadstool Jockey,toadstool jockey,
2950,Woman Jockey,woman jockey,
2951,OTHER JOCKEYS,other jockeys,
2952,Hank Jockey,hank jockey,
2953,Jim Hope,jim hope,male
2954,Meathook,meathook,male
2955,Male Executive,male executive,male
2956,FIRST PARROT,first parrot,
2957,SECOND PARROT,second parrot,
2958,Clay Babcock,clay babcock,
2959,Mrs. Babcock,mrs babcock,
2960,Crew Chief,crew chief,
2961,LINDSAY,lindsay,
2962,Pbs-style Announcer,pbs-style announcer,
2963,Teen-aged Hooligan,teen-aged hooligan,
2964,Mr. Rogers,mr rogers,
2965,Yo-Yo Ma,yo-yo ma,
2966,Bigg Byrd,bigg byrd,
2967,Ellmeaux,ellmeaux,
2968,Craig,craig,
2969,Amy,amy,
2970,Qtoktok,qtoktok,
2971,Ak,ak,
2972,LISA JUNIOR,lisa junior,
2973,ISLANDERS,islanders,
2974,Chipper Guide,chipper guide,
2975,Babe Ruth,babe ruth,
2976,Titania,titania,
2977,Phil Angelides,phil angelides,
2978,Dr. Velimirovic,dr velimirovic,
2979,Jailbird's Son,jailbirds son,
2980,Slick-looking Man #1,slick-looking man 1,
2981,Slick-looking Man #2,slick-looking man 2,
2982,Slick-looking Man #3,slick-looking man 3,
2983,Second Nurse,second nurse,
2984,Other Nurses,other nurses,
2985,20-ISH MOE,20-ish moe,
2986,NO NONSENSE FEMALE VOICE,no nonsense female voice,
2987,Helen Morehouse,helen morehouse,
2988,Soap Announcer,soap announcer,
2989,Ingenue,ingenue,
2990,Contessa,contessa,
2991,Arthur Crandall,arthur crandall,
2992,Hologram Nelson,hologram nelson,
2993,Heckler,heckler,
2994,Old Barney,old barney,
2995,Helen Thomas,helen thomas,
2996,Advisors,advisors,
2997,Security Advisor Kearney,security advisor kearney,
2998,Bart's Friends,barts friends,
2999,Old Krusty,old krusty,
3000,Billy Carter's Ghost,billy carters ghost,
3001,Foreign Delegates,foreign delegates,
3002,German Delegate,german delegate,
3003,British Delegate,british delegate,
3004,French Delegate,french delegate,
3005,Chinese Delegate,chinese delegate,
3006,TIKI,tiki,
3007,Bar Patrons,bar patrons,
3008,Factory Foreman,factory foreman,
3009,Burt Reynolds,burt reynolds,
3010,Charlie Rose,charlie rose,
3011,Robert Evans,robert evans,
3012,Inspector,inspector,
3013,Boisterous Student,boisterous student,
3014,Veejay,veejay,
3015,Younger Veejay,younger veejay,
3016,JOE C.,joe c,
3017,Kid Rock,kid rock,
3018,Band,band,
3019,Female Student,female student,
3020,Male Student,male student,
3021,RADIO ANNCR,radio anncr,
3022,Southern Dowager,southern dowager,
3023,Cyborganizer,cyborganizer,
3024,Robobaby,robobaby,
3025,Dance Coach,dance coach,
3026,PLAIN JANE,plain jane,
3027,Latin Milhouse,latin milhouse,
3028,LISABELLA,lisabella,
3029,Texan Man,texan man,
3030,Thought Bubble Homer,thought bubble homer,
3031,ORGAN SALESMAN,organ salesman,
3032,Mall Manager,mall manager,
3033,Bojangles,bojangles,
3034,Lion,lion,
3035,Martian Children,martian children,
3036,Bret Michaels,bret michaels,
3037,The Admiral,the admiral,
3038,Lead Singer,lead singer,
3039,Tourist,tourist,
3040,Other Doctors,other doctors,
3041,Dr. Wilmore,dr wilmore,
3042,Waitresses,waitresses,
3043,RUPERT,rupert,
3044,Crew Member,crew member,
3045,Dr. Stephen Hawking,dr stephen hawking,
3046,Richie Rich,richie rich,
3047,Female Artist,female artist,
